Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Income_Value,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Avg_Transaction_Value,Engagement_Score,Credit_Pressure,High_Credit_Flag,Tenure_Group,Trans_Freq_Group,High_Contact_Flag,Stability_Score
0,51,1,1,3.0,36,3,2,4,22224.0,979,21245.0,1.255,1.156,0.044,70000.0,1,0,0,0,0,0,48.492753623188406,70,0.044051475881929446,1,1,1,1,1.2054999999999998
0,47,1,2,3.0,41,6,2,4,10606.0,1713,8893.0,0.899,0.906,0.162,100000.0,0,1,0,0,0,0,44.16393442622951,65,0.1615123514991514,1,1,1,1,0.9025000000000001
0,37,0,1,2.0,25,4,3,4,5865.0,2517,3348.0,1.348,1.35,0.429,50000.0,1,0,0,0,0,0,55.808510638297875,48,0.429156010230179,1,1,0,1,1.3490000000000002
0,47,0,3,4.0,36,5,2,3,5369.0,1854,3515.0,0.959,0.786,0.345,50000.0,0,0,1,0,0,0,37.96,53,0.3453157012479046,1,1,0,1,0.8725
0,56,1,3,1.0,43,5,1,5,5188.0,753,4435.0,0.591,0.429,0.145,130000.0,1,0,0,0,0,0,51.333333333333336,34,0.1451426368542791,1,1,0,1,0.51
0,53,1,1,4.0,36,4,2,4,17742.0,1463,16279.0,0.803,0.774,0.082,100000.0,0,1,0,0,0,0,61.25454545454546,57,0.08245970014654493,1,1,1,1,0.7885
0,62,1,0,4.0,48,5,1,5,2591.0,0,2591.0,0.601,0.697,0.0,50000.0,1,0,0,0,0,0,37.910714285714285,60,0.0,0,1,1,1,0.649
0,58,0,3,4.0,48,6,2,3,2800.0,1834,966.0,0.615,0.636,0.655,30000.0,1,0,0,0,0,0,43.638888888888886,40,0.655,0,1,0,1,0.6255
0,57,1,1,2.0,36,3,2,2,6543.0,2260,4283.0,0.448,0.632,0.345,100000.0,1,0,0,0,0,0,49.0,32,0.3454073055173468,1,1,0,0,0.54
0,54,0,1,6.0,36,6,3,4,26053.0,829,25224.0,0.669,0.628,0.032,50000.0,0,1,0,0,0,0,39.542857142857144,73,0.03181975204391049,1,1,1,1,0.6485000000000001
0,33,0,3,3.0,26,6,3,5,6316.0,1344,4972.0,0.823,0.732,0.213,50000.0,0,1,0,0,0,0,33.816901408450704,74,0.21279290690310323,1,1,1,1,0.7775
0,54,0,1,4.0,41,3,2,4,4658.0,588,4070.0,0.856,1.5,0.126,30000.0,1,0,0,0,0,0,45.03333333333333,31,0.1262344353799914,1,1,0,1,1.178
0,30,1,0,4.0,22,3,3,3,6476.0,0,6476.0,0.551,0.65,0.0,70000.0,0,0,0,0,0,0,41.25757575757576,66,0.0,1,0,1,1,0.6005
0,36,0,2,2.0,36,6,2,5,8087.0,1263,6824.0,0.615,0.643,0.156,30000.0,0,1,0,0,0,0,35.20289855072464,73,0.1561765796958081,1,1,1,1,0.629
0,60,1,2,4.0,50,3,1,2,9033.0,845,8188.0,0.663,0.4,0.094,70000.0,1,0,0,0,0,0,47.457142857142856,37,0.09354588730211447,1,2,0,0,0.5315000000000001
0,46,0,4,2.0,28,6,3,4,3206.0,0,3206.0,1.065,0.532,0.0,30000.0,0,1,0,0,0,0,45.18055555555556,75,0.0,0,1,1,1,0.7985
0,55,1,1,4.0,49,4,3,3,28751.0,2158,26593.0,0.536,0.789,0.075,100000.0,1,0,0,0,0,0,44.1764705882353,35,0.07505825884317067,1,2,0,1,0.6625000000000001
0,55,1,1,2.0,47,3,3,3,2938.0,1995,943.0,0.514,0.429,0.679,100000.0,1,0,0,0,0,0,45.06666666666667,30,0.6790333560245064,0,1,0,1,0.47150000000000003
0,31,1,0,1.0,25,5,2,2,5715.0,1741,3974.0,0.816,1.03,0.305,30000.0,0,1,0,0,0,0,34.6865671641791,70,0.3046369203849519,1,1,1,0,0.923
0,55,0,3,1.0,36,3,2,1,2111.0,1209,902.0,0.594,0.605,0.573,30000.0,0,0,0,0,0,0,45.950819672131146,62,0.5727143533870204,0,1,1,0,0.5994999999999999
0,36,1,2,5.0,31,3,2,5,11862.0,2282,9580.0,0.837,0.85,0.192,50000.0,0,1,0,0,0,0,34.810810810810814,75,0.19237902545945035,1,1,1,1,0.8434999999999999
0,34,0,2,3.0,36,3,3,2,2791.0,2160,631.0,0.825,0.6,0.774,30000.0,0,1,0,0,0,0,39.535714285714285,56,0.773916159082766,0,1,1,0,0.7124999999999999
0,33,0,1,4.0,36,3,2,4,6551.0,1440,5111.0,0.629,0.453,0.22,30000.0,0,1,0,0,0,0,31.545454545454547,78,0.21981376889024576,1,1,2,1,0.541
0,30,1,2,5.0,16,5,3,5,4533.0,1977,2556.0,0.664,0.605,0.436,50000.0,0,1,0,0,0,0,38.82608695652174,71,0.43613500992720056,0,0,1,1,0.6345000000000001
0,54,0,2,4.0,36,5,3,0,1854.0,1528,326.0,0.444,0.393,0.824,50000.0,1,0,0,0,0,0,33.51282051282051,41,0.8241639697950378,0,1,0,0,0.4185
0,53,1,2,1.0,43,6,1,3,6704.0,1354,5350.0,0.411,0.364,0.202,100000.0,1,0,0,0,0,0,44.36666666666667,35,0.2019689737470167,1,1,0,1,0.38749999999999996
0,59,1,0,4.0,36,5,3,3,34516.0,1494,33022.0,1.229,0.585,0.043,100000.0,0,1,0,0,0,1,50.13846153846154,67,0.043284273959902655,1,1,1,1,0.907
0,41,1,2,3.0,32,6,3,2,5489.0,1513,3976.0,0.87,0.548,0.276,130000.0,0,1,0,0,0,0,62.84615384615385,68,0.27564219347786484,1,1,1,0,0.7090000000000001
0,45,1,3,1.0,36,3,1,1,10619.0,607,10012.0,0.883,0.477,0.057,50000.0,1,0,0,0,0,0,62.676923076923075,67,0.057161691308032773,1,1,1,0,0.6799999999999999
0,50,0,2,4.0,40,5,3,3,2481.0,1287,1194.0,0.465,0.821,0.519,30000.0,1,0,0,0,0,0,35.78431372549019,53,0.5187424425634825,0,1,0,1,0.643
0,57,1,2,1.0,47,4,4,1,5100.0,1970,3130.0,0.371,0.368,0.386,70000.0,1,0,0,0,0,0,39.69230769230769,26,0.3862745098039216,1,1,0,0,0.3695
0,63,1,0,6.0,49,5,4,3,5905.0,726,5179.0,0.85,0.857,0.123,50000.0,0,1,0,0,0,0,61.261538461538464,66,0.12294665537679932,1,2,1,1,0.8534999999999999
0,35,0,3,3.0,30,3,3,2,9293.0,0,9293.0,0.897,1.034,0.0,50000.0,0,1,0,0,0,0,39.220338983050844,59,0.0,1,1,1,0,0.9655
0,35,1,3,4.0,25,5,3,3,5240.0,1451,3789.0,1.198,0.81,0.277,70000.0,1,0,0,0,0,0,57.1578947368421,40,0.2769083969465649,1,1,0,1,1.004
0,53,1,3,2.0,40,6,2,5,4182.0,741,3441.0,0.885,1.182,0.177,130000.0,1,0,0,0,0,0,54.041666666666664,28,0.17718794835007173,0,1,0,1,1.0335
0,33,0,4,3.0,24,6,2,2,9857.0,0,9857.0,0.699,0.635,0.0,30000.0,0,0,0,0,0,0,33.47572815533981,107,0.0,1,0,2,0,0.667
0,38,1,2,1.0,33,3,1,4,20117.0,1226,18891.0,1.4,1.0,0.061,100000.0,1,0,0,0,0,0,50.10344827586207,60,0.06094348063826614,1,1,1,1,1.2
0,31,1,0,2.0,22,3,2,3,6012.0,0,6012.0,0.968,0.674,0.0,30000.0,0,0,0,0,0,0,38.90277777777778,73,0.0,1,0,1,1,0.821
0,37,1,2,4.0,27,4,2,4,6369.0,0,6369.0,1.454,1.136,0.0,70000.0,1,0,0,0,0,0,56.91489361702128,49,0.0,1,1,0,1,1.295
0,36,1,1,1.0,30,4,2,5,13005.0,2152,10853.0,1.424,0.767,0.165,100000.0,0,1,0,0,0,0,57.0377358490566,55,0.16547481737793157,1,1,0,1,1.0955
1,39,0,3,4.0,36,3,2,3,1575.0,592,983.0,0.236,0.154,0.376,50000.0,1,0,0,0,0,0,42.93333333333333,16,0.37587301587301586,0,1,0,1,0.195
0,58,0,0,5.0,39,5,3,3,6679.0,1207,5472.0,0.538,0.381,0.181,30000.0,1,0,0,0,0,0,56.86206896551724,31,0.1807156759994011,1,1,0,1,0.4595
0,39,0,1,4.0,34,6,3,5,6458.0,1802,4656.0,0.923,0.581,0.279,30000.0,1,0,0,0,0,0,47.244897959183675,52,0.27903375658098484,1,1,0,1,0.752
0,61,1,0,3.0,48,3,2,4,20803.0,1446,19357.0,0.736,0.654,0.07,70000.0,0,1,0,0,0,0,48.2093023255814,44,0.06950920540306686,1,1,0,1,0.6950000000000001
0,34,1,4,3.0,26,3,2,4,5540.0,1240,4300.0,0.843,0.824,0.224,50000.0,1,0,0,0,0,0,49.16129032258065,32,0.22382671480144403,1,1,0,1,0.8334999999999999
0,55,1,3,4.0,36,4,3,4,2801.0,2403,398.0,0.884,1.0,0.858,100000.0,1,0,0,0,0,0,34.68181818181818,45,0.8579078900392717,0,1,0,1,0.942
0,50,1,2,1.0,40,4,3,5,2419.0,2380,39.0,0.695,0.659,0.984,30000.0,0,1,0,0,0,0,56.15068493150685,74,0.9838776353865234,0,1,1,1,0.677
0,33,1,3,2.0,24,6,3,3,5156.0,1427,3729.0,0.48,0.421,0.277,50000.0,0,1,0,0,0,0,38.092592592592595,57,0.2767649340574088,1,0,0,1,0.4505
0,48,0,1,2.0,36,6,4,4,14228.0,1953,12275.0,0.651,0.645,0.137,50000.0,1,0,0,0,0,0,38.627450980392155,53,0.13726454877705932,1,1,0,1,0.648
0,63,1,0,2.0,51,3,3,4,10257.0,1021,9236.0,0.467,0.429,0.1,100000.0,1,0,0,0,0,0,50.266666666666666,30,0.09954177634786,1,2,0,1,0.448
1,54,1,3,2.0,44,2,1,5,3032.0,0,3032.0,0.949,2.5,0.0,50000.0,1,0,0,0,0,0,74.07142857142857,15,0.0,0,1,0,1,1.7245
1,41,1,4,4.0,36,2,3,5,1438.3,312,1126.3,0.657,0.733,0.217,70000.0,0,0,1,0,0,0,68.6923076923077,25,0.216922756031426,0,1,0,1,0.6950000000000001
0,51,1,3,6.0,45,5,2,4,32096.0,0,32096.0,0.766,0.917,0.0,100000.0,1,0,0,0,0,0,37.95652173913044,72,0.0,1,1,1,1,0.8415
0,54,0,2,4.0,46,5,3,2,3014.0,794,2220.0,0.5,0.579,0.263,50000.0,1,0,0,0,0,0,49.6,32,0.26343729263437293,0,1,0,0,0.5395
0,47,1,4,3.0,36,3,3,3,5762.0,1890,3872.0,0.938,0.66,0.328,50000.0,0,1,0,0,0,0,43.34090909090909,88,0.32801110725442556,1,1,2,1,0.7989999999999999
0,52,0,3,5.0,45,5,1,3,2555.0,1701,854.0,1.492,1.25,0.666,30000.0,0,1,0,0,0,0,69.4888888888889,49,0.6657534246575343,0,1,0,1,1.371
0,34,1,5,5.0,28,3,3,2,34516.0,1731,32785.0,0.605,0.575,0.05,100000.0,0,1,0,0,0,1,38.42857142857143,63,0.05015065476880287,1,1,1,0,0.59
0,64,1,0,2.0,54,4,3,2,2140.0,1361,779.0,0.46,1.0,0.636,30000.0,1,0,0,0,0,0,37.64705882352941,35,0.6359813084112149,0,2,0,0,0.73
0,62,0,1,1.0,43,3,1,1,4760.0,0,4760.0,0.564,0.538,0.0,50000.0,1,0,0,0,0,0,72.95,22,0.0,1,1,0,0,0.5509999999999999
0,38,1,1,4.0,27,6,2,5,26372.0,1365,25007.0,1.394,1.0,0.052,100000.0,0,1,0,0,0,0,40.910714285714285,60,0.051759441832246324,1,1,1,1,1.197
0,52,0,2,4.0,43,5,2,2,8203.0,654,7549.0,0.588,0.909,0.08,30000.0,1,0,0,0,0,0,46.19047619047619,66,0.07972692917225406,1,1,1,0,0.7484999999999999
0,35,0,2,6.0,24,5,2,3,2655.0,1527,1128.0,0.715,0.444,0.575,50000.0,1,0,0,0,0,0,73.88461538461539,29,0.5751412429378531,0,0,0,1,0.5795
0,35,1,2,4.0,27,6,2,2,13655.0,1048,12607.0,0.509,0.595,0.077,130000.0,0,1,0,0,0,0,40.389830508474574,63,0.07674844379348224,1,1,1,0,0.552
0,54,1,1,3.0,48,6,1,5,12169.0,1935,10234.0,0.435,0.652,0.159,100000.0,1,0,0,0,0,0,42.078947368421055,43,0.15901060070671377,1,1,0,1,0.5435
0,35,0,3,3.0,17,6,1,1,2956.0,1823,1133.0,0.969,0.812,0.617,30000.0,0,1,0,0,0,0,36.96551724137931,63,0.6167117726657646,0,0,1,0,0.8905000000000001
0,35,1,0,6.0,18,6,2,3,2598.0,1645,953.0,0.765,0.903,0.633,70000.0,0,1,0,0,0,0,42.08474576271186,63,0.6331793687451887,0,0,1,1,0.8340000000000001
0,36,0,3,4.0,36,5,2,2,10566.0,726,9840.0,0.893,1.207,0.069,50000.0,0,1,0,0,0,0,33.6875,67,0.06871095968199886,1,1,1,0,1.05
0,33,0,3,4.0,36,6,1,2,8232.0,2259,5973.0,1.158,1.31,0.274,50000.0,0,1,0,0,0,0,42.52238805970149,72,0.27441690962099125,1,1,1,0,1.234
0,53,1,1,4.0,44,5,2,1,26365.0,680,25685.0,0.498,0.789,0.026,70000.0,0,0,1,0,0,1,50.161764705882355,71,0.025791769391238385,1,1,1,0,0.6435
0,37,0,1,1.0,29,5,3,0,4671.0,1933,2738.0,0.986,0.706,0.414,30000.0,1,0,0,0,0,0,42.55172413793103,60,0.41383001498608435,1,1,1,0,0.846
0,35,1,3,4.0,28,4,3,2,14869.0,0,14869.0,1.624,1.087,0.0,130000.0,1,0,0,0,0,0,57.354166666666664,49,0.0,1,1,0,0,1.3555000000000001
0,59,1,1,4.0,36,6,2,2,2300.0,1965,335.0,0.596,0.688,0.854,50000.0,1,0,0,0,0,0,62.7037037037037,31,0.8543478260869565,0,1,0,0,0.6419999999999999
0,47,1,1,3.0,28,6,1,4,2797.0,1802,995.0,0.675,0.75,0.644,100000.0,0,0,1,0,0,0,55.95238095238095,68,0.6442617089739006,0,1,1,1,0.7125
0,48,0,3,2.0,30,5,2,1,2657.0,2115,542.0,0.688,0.711,0.796,50000.0,0,1,0,0,0,0,46.493506493506494,80,0.7960105382009786,0,1,2,0,0.6995
0,58,1,2,1.0,46,6,1,3,9149.0,1806,7343.0,0.35,0.333,0.197,100000.0,1,0,0,0,0,0,33.888888888888886,41,0.19739862280030604,1,1,0,1,0.3415
0,55,0,2,3.0,36,5,2,3,2629.0,1476,1153.0,0.537,0.414,0.561,30000.0,1,0,0,0,0,0,42.073170731707314,44,0.5614302015975656,0,1,0,1,0.47550000000000003
0,37,1,2,4.0,17,6,3,3,3176.0,0,3176.0,0.652,0.457,0.0,50000.0,0,0,0,0,0,0,34.298507462686565,70,0.0,0,0,1,1,0.5545
0,57,1,2,4.0,42,6,1,0,21875.0,2517,19358.0,0.409,0.409,0.115,100000.0,1,0,0,0,0,0,42.806451612903224,36,0.11506285714285715,1,1,0,0,0.409
0,60,1,2,2.0,41,5,2,4,3007.0,1664,1343.0,0.34,0.632,0.553,50000.0,1,0,0,0,0,0,47.58064516129032,34,0.5533754572663785,0,1,0,1,0.486
0,50,1,1,3.0,40,4,2,4,17404.0,1745,15659.0,0.54,0.66,0.1,70000.0,1,0,0,0,0,0,57.57692307692308,80,0.10026430705584922,1,1,2,1,0.6000000000000001
0,56,1,2,2.0,51,5,6,3,2863.0,2517,346.0,0.583,0.696,0.879,70000.0,1,0,0,0,0,0,37.38461538461539,38,0.8791477471184073,0,2,0,1,0.6395
0,48,1,3,4.0,37,5,1,2,34516.0,2429,32087.0,0.742,0.727,0.07,70000.0,1,0,0,1,0,0,56.228070175438596,61,0.07037316027349635,1,1,1,0,0.7344999999999999
0,40,1,4,4.0,30,4,1,1,13919.0,1266,12653.0,0.438,0.523,0.091,70000.0,0,1,0,0,0,0,55.208955223880594,70,0.09095480997198074,1,1,1,0,0.48050000000000004
1,48,1,3,4.0,39,4,4,3,18672.0,2517,16155.0,0.799,0.591,0.135,100000.0,1,0,0,0,0,0,32.17142857142857,35,0.13480077120822623,1,1,0,1,0.6950000000000001
0,50,0,1,1.0,36,6,2,2,4204.0,499,3705.0,0.635,0.523,0.119,30000.0,1,0,0,0,0,0,70.74626865671642,71,0.1186964795432921,0,1,1,0,0.579
0,61,0,1,1.0,36,3,2,4,6859.0,2489,4370.0,0.65,1.0,0.363,30000.0,1,0,0,0,0,0,62.19230769230769,27,0.3628808864265928,1,1,0,1,0.825
0,36,1,2,2.0,30,6,3,3,16050.0,1480,14570.0,1.326,0.806,0.092,100000.0,1,0,0,0,0,0,57.410714285714285,59,0.09221183800623053,1,1,1,1,1.066
0,46,1,5,2.0,32,5,2,2,34516.0,1024,33492.0,0.72,0.651,0.03,130000.0,1,0,0,0,0,0,34.309859154929576,74,0.02966740062579673,1,1,1,0,0.6855
0,28,1,0,1.0,36,3,3,3,16766.0,1535,15231.0,1.042,0.878,0.092,50000.0,0,0,0,0,0,0,40.16883116883117,77,0.09155433615650722,1,1,2,1,0.96
0,49,1,5,3.0,30,3,2,1,20895.0,1808,19087.0,0.572,0.667,0.087,100000.0,0,1,0,0,0,0,49.38461538461539,66,0.08652787748265135,1,1,1,0,0.6194999999999999
0,44,0,4,2.0,38,6,3,3,7881.0,2517,5364.0,0.738,0.711,0.319,50000.0,0,1,0,0,0,0,39.84415584415584,80,0.3193757137419109,1,1,2,1,0.7244999999999999
0,57,1,5,2.0,50,4,2,3,13427.0,0,13427.0,0.521,0.588,0.0,100000.0,1,0,0,0,0,0,49.51851851851852,29,0.0,1,2,0,1,0.5545
0,37,1,2,1.0,36,3,3,2,2281.0,1677,604.0,1.027,1.071,0.735,100000.0,0,0,0,0,0,0,47.1551724137931,58,0.7352038579570364,0,1,1,0,1.049
0,57,1,2,1.0,52,6,2,4,10974.0,0,10974.0,0.591,1.0,0.0,100000.0,1,0,0,0,0,0,51.03846153846154,30,0.0,1,2,0,1,0.7955
1,33,1,1,3.0,36,1,3,4,8925.0,168,8757.0,0.447,0.429,0.019,70000.0,1,0,0,0,0,0,74.1,8,0.018823529411764704,1,1,0,1,0.438
0,46,1,2,2.0,40,4,1,3,5265.0,0,5265.0,0.524,0.744,0.0,70000.0,1,0,0,0,0,0,48.25,71,0.0,1,1,1,1,0.634
1,45,0,2,2.0,36,6,4,3,17156.0,2517,14639.0,0.717,0.32,0.147,50000.0,0,0,0,0,0,0,34.60606060606061,35,0.1467125204010259,1,1,0,1,0.5185
0,53,1,1,3.0,36,4,2,3,13457.0,1248,12209.0,0.512,0.519,0.093,100000.0,1,0,0,0,0,0,37.75609756097561,43,0.09273983800252657,1,1,0,1,0.5155000000000001
0,52,1,0,3.0,46,3,2,4,2742.0,2184,558.0,0.592,0.532,0.796,70000.0,1,0,0,0,0,0,53.18055555555556,73,0.7964989059080962,0,1,1,1,0.562
0,34,1,1,3.0,29,3,2,3,3890.0,2286,1604.0,0.633,0.457,0.588,70000.0,1,0,0,0,0,0,37.03921568627451,52,0.5876606683804627,0,1,0,1,0.545
0,55,1,3,4.0,51,6,2,3,17198.0,0,17198.0,0.803,0.722,0.0,100000.0,0,1,0,0,0,0,65.19354838709677,66,0.0,1,2,1,1,0.7625
0,53,1,4,2.0,41,6,3,4,3401.0,1713,1688.0,0.773,0.317,0.504,130000.0,1,0,0,0,0,0,35.629629629629626,57,0.5036753895912967,0,1,0,1,0.545
0,37,1,1,3.0,19,6,1,2,18951.0,1243,17708.0,1.148,0.657,0.066,70000.0,1,0,0,0,0,0,49.55172413793103,63,0.06559020632156615,1,0,1,0,0.9025
0,58,0,3,3.0,52,4,1,1,1454.0,888,566.0,1.19,0.647,0.611,50000.0,0,1,0,0,0,0,54.642857142857146,59,0.6107290233837689,0,2,1,0,0.9185
0,33,1,3,2.0,20,6,3,2,27499.0,1188,26311.0,0.544,0.394,0.043,130000.0,1,0,0,0,0,0,47.869565217391305,49,0.043201570966216955,1,0,0,0,0.46900000000000003
0,39,1,3,4.0,36,3,3,2,32964.0,2231,30733.0,1.731,1.647,0.068,130000.0,1,0,0,0,0,0,68.75555555555556,45,0.06767989321684262,1,1,0,0,1.689
0,37,0,2,2.0,28,5,2,1,7411.0,633,6778.0,0.762,0.604,0.085,30000.0,0,1,0,0,0,0,35.857142857142854,80,0.08541357441640804,1,1,2,0,0.683
0,32,1,0,1.0,36,4,3,3,7200.0,0,7200.0,0.894,0.93,0.0,50000.0,0,1,0,0,0,0,36.21686746987952,84,0.0,1,1,2,1,0.912
0,26,0,1,1.0,13,6,2,3,12007.0,956,11051.0,0.832,0.471,0.08,50000.0,0,1,0,0,0,0,53.56,54,0.07962022153743649,1,0,0,1,0.6515
0,60,0,0,4.0,50,4,2,2,3147.0,1602,1545.0,0.569,0.643,0.509,30000.0,1,0,0,0,0,0,67.73913043478261,25,0.5090562440419447,0,2,0,0,0.606
0,37,1,1,4.0,18,6,2,5,5110.0,1942,3168.0,0.749,0.583,0.38,100000.0,0,1,0,0,0,0,39.8421052631579,80,0.38003913894324853,1,0,1,1,0.6659999999999999
0,43,0,5,4.0,35,3,6,4,5438.0,2214,3224.0,0.668,0.562,0.407,30000.0,1,0,0,0,0,0,67.05333333333333,72,0.4071349760941523,1,1,1,1,0.615
0,56,1,1,1.0,40,6,1,1,17450.0,2193,15257.0,0.419,0.462,0.126,100000.0,1,0,0,0,0,0,37.526315789473685,43,0.12567335243553007,1,1,0,0,0.4405
0,52,1,3,3.0,39,3,3,2,18352.0,1509,16843.0,0.898,1.071,0.082,100000.0,1,0,0,0,0,0,50.13793103448276,29,0.08222537053182215,1,1,0,0,0.9844999999999999
0,34,1,2,1.0,17,3,1,2,5030.0,2326,2704.0,0.856,1.3,0.462,130000.0,0,1,0,0,0,0,48.47826086956522,71,0.46242544731610336,1,0,1,0,1.078
0,47,1,1,3.0,38,3,2,3,34516.0,802,33714.0,0.899,0.8,0.023,100000.0,0,0,0,0,0,1,67.51851851851852,28,0.023235600880750957,1,1,0,1,0.8495
0,26,1,0,4.0,21,4,3,2,1585.0,1535,50.0,0.462,0.485,0.968,30000.0,0,1,0,0,0,0,46.91836734693877,50,0.9684542586750788,0,0,0,0,0.47350000000000003
0,54,1,1,2.0,42,5,3,3,3251.0,1919,1332.0,0.56,0.24,0.59,130000.0,1,0,0,0,0,0,45.354838709677416,33,0.5902799138726545,0,1,0,1,0.4
0,35,0,3,1.0,23,3,2,2,2858.0,1251,1607.0,0.576,0.622,0.438,30000.0,0,1,0,0,0,0,38.95890410958904,74,0.4377186843946816,0,0,1,0,0.599
0,52,1,1,3.0,36,6,1,0,34516.0,1847,32669.0,0.527,0.477,0.054,100000.0,1,0,0,0,0,1,50.52307692307692,70,0.05351141499594391,1,1,1,0,0.502
0,41,1,3,4.0,28,4,1,3,16443.0,1363,15080.0,0.688,0.684,0.083,70000.0,0,1,0,0,0,0,66.4375,67,0.08289241622574955,1,1,1,1,0.6859999999999999
0,36,0,0,1.0,32,3,2,3,3687.0,1655,2032.0,0.742,0.5,0.449,30000.0,0,0,0,0,0,0,38.857142857142854,64,0.4488744236506645,0,1,1,1,0.621
0,53,0,1,4.0,36,5,1,3,4840.0,2517,2323.0,0.445,1.0,0.52,30000.0,1,0,0,0,0,0,74.4090909090909,26,0.5200413223140495,1,1,0,1,0.7225
0,42,1,3,3.0,36,6,3,2,15108.0,0,15108.0,1.015,0.744,0.0,130000.0,0,1,0,0,0,0,54.970588235294116,71,0.0,1,1,1,0,0.8795
0,54,1,1,3.0,37,6,3,2,1909.0,1753,156.0,0.788,0.6,0.918,70000.0,1,0,0,0,0,0,60.708333333333336,27,0.9182818229439497,0,1,0,0,0.694
0,53,1,3,5.0,44,5,2,2,19063.0,1236,17827.0,0.542,0.871,0.065,100000.0,0,1,0,0,0,0,58.5,61,0.06483764360279075,1,1,1,0,0.7065
0,36,1,2,2.0,26,4,2,4,15982.0,1691,14291.0,0.808,0.739,0.106,100000.0,1,0,0,0,0,0,42.175,42,0.1058065323488925,1,1,0,1,0.7735000000000001
0,42,1,3,4.0,32,6,2,2,1438.3,0,1438.3,0.66,0.875,0.0,70000.0,0,1,0,0,0,0,39.86666666666667,49,0.0,0,1,0,0,0.7675000000000001
0,27,0,2,3.0,14,4,3,3,2549.0,2130,419.0,0.693,0.794,0.836,30000.0,0,0,0,0,0,0,42.704918032786885,62,0.8356218124754806,0,0,1,1,0.7435
0,58,1,4,4.0,36,6,2,4,5967.0,2350,3617.0,0.543,0.812,0.394,70000.0,1,0,0,0,0,0,49.172413793103445,33,0.39383274677392327,1,1,0,1,0.6775
0,59,1,1,1.0,53,5,1,3,2182.0,1558,624.0,0.457,0.789,0.714,50000.0,1,0,0,0,0,0,48.8235294117647,38,0.7140238313473877,0,2,0,1,0.623
0,63,0,2,4.0,52,5,2,3,2689.0,2101,588.0,0.416,0.75,0.781,30000.0,1,0,0,0,0,0,33.94285714285714,38,0.7813313499442172,0,2,0,1,0.583
0,57,1,2,1.0,51,6,2,4,30622.0,0,30622.0,1.329,0.784,0.0,100000.0,0,1,0,0,0,0,54.54545454545455,70,0.0,1,2,1,1,1.0565
0,56,0,0,2.0,48,4,1,2,4203.0,1965,2238.0,0.441,0.778,0.468,50000.0,1,0,0,0,0,0,44.53125,35,0.4675231977159172,0,1,0,0,0.6095
0,42,0,3,3.0,37,6,1,3,6453.0,0,6453.0,0.76,0.609,0.0,30000.0,0,1,0,0,0,0,65.16216216216216,79,0.0,1,1,1,1,0.6845
0,29,0,1,2.0,23,3,1,2,3318.0,927,2391.0,0.934,0.804,0.279,30000.0,0,1,0,0,0,0,36.27710843373494,85,0.2793851717902351,0,0,2,0,0.869
0,44,1,2,3.0,39,5,3,3,22075.0,1506,20569.0,0.794,0.818,0.068,70000.0,0,0,1,0,0,0,58.425,42,0.06822197055492639,1,1,0,1,0.806
0,33,1,1,3.0,14,3,2,2,6746.0,1750,4996.0,0.962,0.862,0.259,50000.0,1,0,0,0,0,0,54.851851851851855,55,0.25941298547287284,1,0,0,0,0.9119999999999999
0,35,1,2,4.0,36,5,2,2,4408.0,1463,2945.0,0.728,0.485,0.332,100000.0,1,0,0,0,0,0,40.83673469387755,52,0.33189655172413796,0,1,0,0,0.6065
0,33,0,3,4.0,36,5,3,3,4838.0,1338,3500.0,0.707,0.595,0.277,30000.0,0,1,0,0,0,0,39.417910447761194,69,0.27656056221579167,1,1,1,1,0.651
0,46,1,4,4.0,40,5,1,4,34516.0,0,34516.0,0.938,0.676,0.0,100000.0,0,1,0,0,0,1,62.59649122807018,61,0.0,1,1,1,1,0.8069999999999999
0,27,1,0,3.0,14,4,1,4,3823.0,2130,1693.0,0.371,0.441,0.557,50000.0,1,0,0,0,0,0,41.3469387755102,52,0.5571540674862673,0,0,0,1,0.406
0,42,1,3,3.0,36,3,2,1,21670.0,2183,19487.0,0.995,0.761,0.101,130000.0,0,0,1,0,0,0,50.876543209876544,82,0.10073834794646977,1,1,2,0,0.878
0,53,1,2,4.0,38,6,3,2,7928.0,1228,6700.0,0.632,0.682,0.155,70000.0,1,0,0,0,0,0,41.54054054054054,40,0.15489404641775983,1,1,0,0,0.657
0,50,1,3,4.0,42,3,1,3,33996.0,949,33047.0,0.846,0.571,0.028,130000.0,0,1,0,0,0,0,46.35064935064935,79,0.027915048829274033,1,1,2,1,0.7084999999999999
0,48,0,5,3.0,40,3,1,1,4365.0,0,4365.0,0.598,1.111,0.0,50000.0,0,0,0,0,0,0,62.14035087719298,59,0.0,0,1,1,0,0.8545
0,57,1,2,2.0,47,6,3,4,2248.0,0,2248.0,0.735,0.54,0.0,70000.0,0,1,0,0,0,0,57.64935064935065,80,0.0,0,1,2,1,0.6375
